장소명,도로명주소,위도,경도,수정일시,지번주소
비자림,,33.4825843,126.8075374,2025-09-18 14:29,제주특별자치도 제주시 구좌읍 평대리 2994-6
아름다운호야네,제주특별자치도 서귀포시 표선면 토산중앙로 487-154,33.3281086,126.7608192,2025-09-18 20:00,제주특별자치도 서귀포시 표선면 토산리 1806-1
숙성도 함덕점,제주특별자치도 제주시 함덕19길 13,33.5406891,126.6696781,2025-09-18 10:37,제주특별자치도 제주시 조천읍 함덕리 960-15
제주하나로마트,제주특별자치도 제주시 남광로 206 제주시농협 하나로마트. 농산물공판장,33.5026363,126.5539104,2025-09-18 16:45,제주특별자치도 제주시 일도2동 2
김녕다올,제주특별자치도 제주시 김녕항1길 22,33.5570399,126.7453765,2025-09-18 17:37,제주특별자치도 제주시 구좌읍 김녕리 3778
소노캄 제주,,33.3031862,126.7921384,2025-09-18 17:53,제주특별자치도 서귀포시 표선면 토산리
흑돼지고을,제주특별자치도 서귀포시 표선면 민속해안로 537 해비치리조트&호텔,33.3232277,126.8449596,2025-09-18 20:36,제주특별자치도 서귀포시 표선면 표선리 40-69
불특정식당,제주특별자치도 서귀포시 삼달로 240-11,33.374653,126.8467185,2025-09-18 21:28,제주특별자치도 서귀포시 성산읍 삼달리 757-4
루나폴,제주특별자치도 서귀포시 안덕면 일주서로 1836,33.2532122,126.3221499,2025-09-18 21:48,제주특별자치도 서귀포시 안덕면 덕수리 산27
에이스렌트카,제주특별자치도 제주시 다호3길 112,33.4969005,126.4800933,2025-09-18 21:29,제주특별자치도 제주시 도두동 1166
최남단감귤체험농장,제주특별자치도 서귀포시 남위남성로 123,33.2892608,126.6938603,2025-09-18 09:33,제주특별자치도 서귀포시 남원읍 남원리 2137-3
공항,,33.502629,126.4925448,2025-09-18 17:26,제주특별자치도 제주시 용담2동 1943
산방산의 품,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-8,33.2364094,126.3066296,2025-09-18 15:32,제주특별자치도 서귀포시 안덕면 사계리 272-2
예래포구,,33.2324665,126.375956,2025-09-18 17:22,제주특별자치도 서귀포시 하예동
서귀포 치유의 숲,제주특별자치도 제주시 충효1길 16,33.2904205,126.5275942,2025-09-18 17:29,제주특별자치도 서귀포시 대륜동 산13
제주공항,,33.5052029,126.4930537,2025-09-18 09:42,제주특별자치도 제주시 용담2동 1462
제주공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5062049,126.4927104,2025-09-18 13:40,제주특별자치도 제주시 용담2동 2002
숙소,제주특별자치도 서귀포시 대한로 31-4,33.2296782,126.2499745,2025-09-18 09:02,제주특별자치도 서귀포시 대정읍 하모리 1300-1
제주공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5097994,126.4859081,2025-09-18 10:48,제주특별자치도 제주시 도두동 1
디아일랜드블루,제주특별자치도 서귀포시 태평로439번길 8 서귀포중앙교회,33.2469361,126.5663926,2025-09-18 00:42,제주특별자치도 서귀포시 정방동 179-1
초콜릿랜드,제주특별자치도 서귀포시 대포복개로 56-10,33.2472553,126.4264517,2025-09-18 00:49,제주특별자치도 서귀포시 중문동 2387-2
아침제주,제주특별자치도 제주시 비월1길 7-1 호정주택,33.4852099,126.4979239,2025-09-18 10:51,제주특별자치도 제주시 연동 314-6
빽다방,제주특별자치도 제주시 도남로6길 11 세일파크오피스텔,33.4966628,126.5253897,2025-09-18 10:52,제주특별자치도 제주시 이도2동 911-8
성산일출봉,,33.4568699,126.9397167,2025-09-18 10:33,제주특별자치도 서귀포시 성산읍 성산리
우굼,제주특별자치도 제주시 유수암로4길 3-28,33.4279976,126.3988715,2025-09-18 17:19,제주특별자치도 제주시 애월읍 유수암리 1454
디오름 펜션,제주특별자치도 제주시 유수암로4길 3-28,33.4734822,126.5296761,2025-09-18 17:20,제주특별자치도 제주시 아라동 663
감귤농장,제주특별자치도 제주시 금악남1길 15-1,33.2695394,126.3028124,2025-09-18 17:26,제주특별자치도 서귀포시 안덕면 덕수리 2834
달숲게스트하우스,제주특별자치도 제주시 금악남1길 15-1,33.394933,126.2520346,2025-09-18 17:28,제주특별자치도 제주시 한림읍 옹포리 974
해비치펜션,제주특별자치도 서귀포시 표선면 가마행남로 33-2,33.3053117,126.8040092,2025-09-18 19:40,제주특별자치도 서귀포시 표선면 세화리 236-2
오멍가멍흑돼지 애월점,제주특별자치도 제주시 계명5길 6-8,33.4843022,126.4130596,2025-09-18 12:45,제주특별자치도 제주시 애월읍 하귀1리 198-3
해미가,제주특별자치도 제주시 애월해안로 890,33.4861233,126.391127,2025-09-18 15:43,제주특별자치도 제주시 애월읍 하귀2리 2750
성읍민속짜장사천성,,33.3938791,126.7983036,2025-09-18 13:17,제주특별자치도 서귀포시 표선면 성읍리 1640-3
뷰제주하늘,,33.4132919,126.8321029,2025-09-18 13:17,제주특별자치도 서귀포시 성산읍 난산리 2826
목화식당 휴게소,,33.4815459,126.9020369,2025-09-18 13:33,제주특별자치도 서귀포시 성산읍 시흥리 2642-1
제주공항,제주특별자치도 제주시 다호북길 7,33.5038636,126.4960295,2025-09-18 23:43,제주특별자치도 제주시 용담2동 1611-1
힐링타임펜션,제주특별자치도 제주시 서해안로 204 해든호텔,33.5064401,126.4695936,2025-09-18 00:46,제주특별자치도 제주시 도두동 1750
제주공항,제주특별자치도 제주시 남조로 1649-48,33.501195,126.5009502,2025-09-18 13:51,제주특별자치도 제주시 용담2동 712-2
카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166,33.2900874,126.3684275,2025-09-18 16:00,제주특별자치도 서귀포시 안덕면 상창리 271
한담해안산책로,,33.461979,126.3100626,2025-09-18 15:44,제주특별자치도 제주시 애월읍 애월리
올레길,,33.1969112,126.2922099,2025-09-18 18:01,제주특별자치도 서귀포시 대정읍 상모리 243
신흥해수욕장,,33.5511182,126.6487317,2025-09-18 18:17,제주특별자치도 제주시 조천읍 신흥리
봉지동 복지회관,제주특별자치도 제주시 김녕항3길 26-31,33.5582692,126.7460578,2025-09-18 18:20,제주특별자치도 제주시 구좌읍 김녕리 4049
행원연대봉,제주특별자치도 제주시 김녕항3길 26-31,33.5493426,126.806071,2025-09-18 18:22,제주특별자치도 제주시 구좌읍 행원리 1262-12
애월,,33.4595778,126.3286021,2025-09-18 17:43,제주특별자치도 제주시 애월읍 애월리 220-1
제주국제공항,제주특별자치도 제주시 다호길 58-7,33.5057755,126.4885905,2025-09-18 21:58,제주특별자치도 제주시 도두동 487
비룡회,,33.4622511,126.8147472,2025-09-18 11:34,제주특별자치도 제주시 구좌읍 세화리 산30
레인보우모빌러티렌트카,제주특별자치도 제주시 서해안로 442-53,33.5156513,126.4908222,2025-09-18 16:05,제주특별자치도 제주시 용담2동 2220
카페무운,제주특별자치도 서귀포시 인안성로 31,33.2480134,126.2844994,2025-09-18 20:09,제주특별자치도 서귀포시 대정읍 안성리 1562-1
이호테우,,33.4960417,126.4525416,2025-09-18 17:47,제주특별자치도 제주시 이호동 1662
우체국 수련원,제주특별자치도 서귀포시 영실로 492,33.2458585,126.428466,2025-09-18 16:12,제주특별자치도 서귀포시 중문동 2475-3
중문관광_색달해수욕장,제주특별자치도 서귀포시 중문관광로 31 오성식당,33.2450533,126.4123884,2025-09-18 21:37,제주특별자치도 서귀포시 색달동
천진항,제주특별자치도 제주시 우도면 우도로 7,33.4936146,126.9515869,2025-09-18 20:44,제주특별자치도 제주시 우도면 연평리 1750-7
카멜리아힐,제주특별자치도 서귀포시 중문관광로 31 오성식당,33.288543,126.3695589,2025-09-18 21:36,제주특별자치도 서귀포시 안덕면 상창리 271-8
펜션,제주특별자치도 제주시 한림해안로 660-7,33.4414423,126.2836022,2025-09-18 20:48,제주특별자치도 제주시 한림읍 귀덕리 3129-2
천재연폭포,,33.242981,126.5776087,2025-09-18 18:20,제주특별자치도 서귀포시 토평동
용포리포구,제주특별자치도 제주시 한림로 481,33.4025126,126.2512908,2025-09-18 11:07,제주특별자치도 제주시 한림읍 옹포리 585-3
헬스장,제주특별자치도 서귀포시 중문관광로72번길 29-29 한국콘도,33.2469925,126.4131838,2025-09-18 13:22,제주특별자치도 서귀포시 예래동 2822-5
렌터카,제주특별자치도 제주시 용문로 115-5,33.505407,126.5075959,2025-09-18 20:53,제주특별자치도 제주시 용담2동 675
흑돼지가 있는 풍경,제주특별자치도 제주시 원노형로 102 한화아파트,33.4794343,126.484299,2025-09-18 12:19,제주특별자치도 제주시 노형동 731-2
백록담,제주특별자치도 제주시 1100로 2070-510 윗세오름대피소,33.3596532,126.5350249,2025-09-18 12:17,제주특별자치도 서귀포시 영천동 산1-2
닻,제주특별자치도 제주시 한림중앙로 71-9,33.4822979,126.3958076,2025-09-18 12:19,제주특별자치도 제주시 애월읍 하귀2리 2639
SK렌트카,,33.49733,126.5055421,2025-09-18 12:25,제주특별자치도 제주시 오라동 2649-5
메종글래드,제주특별자치도 제주시 도남로7길 49,33.4958985,126.5273431,2025-09-18 12:28,제주특별자치도 제주시 이도2동 922-48
제주공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5043318,126.4905524,2025-09-18 17:18,제주특별자치도 제주시 도두동 20-1
함덕해수욕장,제주특별자치도 제주시 공항로 2 제주국제공항,33.5414602,126.6709145,2025-09-18 17:19,제주특별자치도 제주시 조천읍 함덕리 955-13
뭉클펜션,제주특별자치도 제주시 김녕로8길 30,33.5473073,126.6900291,2025-09-18 23:54,제주특별자치도 제주시 조천읍 북촌리 1234
제주도착,,33.5069206,126.495457,2025-09-18 21:01,제주특별자치도 제주시 용담2동 2002-10
위랜드카트장,제주특별자치도 서귀포시 안덕면 한창로 200,33.2802182,126.3647439,2025-09-18 18:52,제주특별자치도 서귀포시 안덕면 상창리 799
화순가옥,,33.2424975,126.3383428,2025-09-18 23:50,제주특별자치도 서귀포시 안덕면 화순리 455-1
기흥어물,,33.2429653,126.5667206,2025-09-18 15:12,제주특별자치도 서귀포시 송산동 28-3
슈닛츠,제주특별자치도 서귀포시 안덕면 동광로 214,33.3147206,126.3442475,2025-09-18 15:55,제주특별자치도 서귀포시 안덕면 동광리 886
협재솥,제주특별자치도 제주시 한림로 356,33.3948053,126.2403684,2025-09-18 14:46,제주특별자치도 제주시 한림읍 협재리
협재솥,제주특별자치도 제주시 한림로 356,33.3948053,126.2403684,2025-09-18 14:47,제주특별자치도 제주시 한림읍 협재리
제주공항,제주특별자치도 제주시 연화로 42 한라초등학교,33.4782889,126.486874,2025-09-18 11:43,제주특별자치도 제주시 노형동 754-2
함덕해수욕장,,33.534398,126.6657451,2025-09-18 12:51,제주특별자치도 제주시 조천읍 함덕리 1645
우도,,33.5076362,126.9592002,2025-09-18 12:51,제주특별자치도 제주시 우도면 연평리 594-1
우도정원,제주특별자치도 서귀포시 1100로 199-10,33.500415,126.9499001,2025-09-18 16:45,제주특별자치도 제주시 우도면 연평리 1981-4
제주공항,,33.5063073,126.4937359,2025-09-18 09:14,제주특별자치도 제주시 용담2동 1462-1
소노캄,제주특별자치도 서귀포시 표선면 일주동로 6347-17,33.3040049,126.7929462,2025-09-18 17:23,제주특별자치도 서귀포시 표선면 토산리
제주공항,제주특별자치도 서귀포시 표선면 일주동로 6347-17,33.5062525,126.4938262,2025-09-18 17:24,제주특별자치도 제주시 용담2동 1984-5
노형수산시장,제주특별자치도 서귀포시 1100로 1187,33.5029127,126.4877322,2025-09-18 09:10,제주특별자치도 제주시 도두동 411
사계오름,제주특별자치도 제주시 연사2길 34 오름빌리지1차,33.4861517,126.5111585,2025-09-18 09:50,제주특별자치도 제주시 오라동 1502
제주일성리조트콘도,제주특별자치도 제주시 관덕로 44,33.3837254,126.2222524,2025-09-18 09:55,제주특별자치도 제주시 한림읍 금능리 1860
성산어촌계우뭇개식당,제주특별자치도 서귀포시 난산로 56,33.4656212,126.9354446,2025-09-18 10:07,제주특별자치도 서귀포시 성산읍 성산리 298-26
제주고집돌우럭중문점,제주특별자치도 서귀포시 난산로 56,33.2371333,126.3624018,2025-09-18 10:18,제주특별자치도 서귀포시 안덕면 창천리 914-5
서귀포미영이네본점,제주특별자치도 서귀포시 안덕면 서정문로 112-10,33.2216087,126.250708,2025-09-18 11:07,제주특별자치도 서귀포시 대정읍 하모리 1029-6
공항,,33.5064126,126.488755,2025-09-18 12:06,제주특별자치도 제주시 도두동 518
오르머,제주특별자치도 제주시 금백조로 951,33.4558724,126.7699809,2025-09-18 11:01,제주특별자치도 제주시 구좌읍 송당리 2149
공주네식당,제주특별자치도 제주시 봉개북1길 7,33.491214,126.5950174,2025-09-18 18:43,제주특별자치도 제주시 봉개동 1825-1
해군호텔,제주특별자치도 제주시 해안마을서4길 100,33.4577529,126.449314,2025-09-18 18:47,제주특별자치도 제주시 노형동 2477-1
광치기해변,제주특별자치도 제주시 동광로12길 24,33.4499439,126.9243061,2025-09-18 21:40,제주특별자치도 서귀포시 성산읍 고성리
성산일출봉,제주특별자치도 제주시 동광로12길 24,33.4581027,126.9412811,2025-09-18 21:41,제주특별자치도 서귀포시 성산읍 성산리 1
카페 더씨,제주특별자치도 제주시 동광로12길 24,33.477721,126.913472,2025-09-18 21:41,제주특별자치도 서귀포시 성산읍 시흥리
천돈가,제주특별자치도 서귀포시 중문관광로 38,33.2553269,126.4136506,2025-09-18 22:33,제주특별자치도 서귀포시 예래동 2558-1
제주미친흑돈,제주특별자치도 제주시 귀덕8길 4,33.4384365,126.275998,2025-09-18 23:21,제주특별자치도 제주시 한림읍 귀덕리 3900
일품순두부 외도점,제주특별자치도 제주시 대통동길 37,33.4868725,126.4353635,2025-09-18 17:43,제주특별자치도 제주시 외도동 608-3
착한전복 제주중문점,제주특별자치도 서귀포시 색달로189번길 27,33.2542,126.4185407,2025-09-18 17:49,제주특별자치도 서귀포시 예래동 3381-1
스타벅스 송당점,제주특별자치도 제주시 비자림로 1191,33.4356594,126.732309,2025-09-18 00:53,제주특별자치도 제주시 구좌읍 송당리 2860
금오름,제주특별자치도 서귀포시 일주동로 9146,33.3548924,126.306882,2025-09-18 13:53,제주특별자치도 제주시 한림읍 금악리 산1-1
비자림,,33.4811525,126.8106273,2025-09-18 23:58,제주특별자치도 제주시 구좌읍 세화리 3538-1
제주국제공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5074528,126.4962518,2025-09-18 16:26,제주특별자치도 제주시 용담2동 2002
코난해변,제주특별자치도 제주시 행원동길 22,33.5565493,126.8153845,2025-09-18 16:38,제주특별자치도 제주시 구좌읍 행원리 545
오저여,제주특별자치도 제주시 해맞이해안로 808 제주광어연구센터,33.5602686,126.8211351,2025-09-18 16:51,제주특별자치도 제주시 구좌읍 행원리
소노벨,제주특별자치도 제주시 함와로 68-2,33.5345411,126.6791348,2025-09-18 11:43,제주특별자치도 제주시 조천읍 함덕리 71-2
공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5083519,126.4951137,2025-09-18 19:38,제주특별자치도 제주시 용담2동 2002
히든 클리프 호텔&네이쳐,제주특별자치도 서귀포시 색달로 101,33.2538831,126.4027984,2025-09-18 12:10,제주특별자치도 서귀포시 예래동 621
성산포여객터미널,제주특별자치도 서귀포시 성산등용로 130-21 성산포항 종합여객터미널,33.4720916,126.9348414,2025-09-18 12:20,제주특별자치도 서귀포시 성산읍 성산리 347-9
만금식당,,33.2500024,126.6191986,2025-09-18 16:14,제주특별자치도 서귀포시 효돈동 1297-1
우도,제주특별자치도 제주시 어영길 10-5,33.490888,126.9568828,2025-09-18 16:14,제주특별자치도 제주시 우도면 연평리
1일차 숙소,,33.3373075,126.2049126,2025-09-18 16:25,제주특별자치도 제주시 한경면 두모리 652-1
아덴힐CC,제주특별자치도 제주시 화전길 201 타미우스CC,33.3451181,126.3633719,2025-09-18 14:34,제주특별자치도 제주시 한림읍 금악리 6-1
하귤별장,제주특별자치도 제주시 도평길 22 도평 청소년문화의집. 어린이집,33.4798251,126.4473114,2025-09-18 17:03,제주특별자치도 제주시 외도동 872-1
에코랜드,제주특별자치도 제주시 번영로 1278-169,33.4616948,126.6719376,2025-09-18 14:36,제주특별자치도 제주시 조천읍 대흘리 1221-1
제주렌트카,제주특별자치도 제주시 월성로2길 8-11,33.5027627,126.501436,2025-09-18 14:52,제주특별자치도 제주시 용담2동 723-1
스타렌터카,제주특별자치도 제주시 용문로 62,33.5034819,126.5017597,2025-09-18 19:01,제주특별자치도 제주시 용담2동 723
동복해녀해산물직판장,,33.5563594,126.7196468,2025-09-18 20:28,제주특별자치도 제주시 구좌읍 동복리 684
강실장회포차,제주특별자치도 서귀포시 신서로 55 강정상록아파트,33.2544357,126.5048987,2025-09-18 21:25,제주특별자치도 서귀포시 대천동 189
제주공항,,33.5062049,126.4933971,2025-09-18 11:33,제주특별자치도 제주시 용담2동 1462-1
전망좋은횟집&흑돼지 성산본점,제주특별자치도 서귀포시 일출로 284-12,33.4597667,126.9322481,2025-09-18 22:36,제주특별자치도 서귀포시 성산읍 성산리
일미도,제주특별자치도 제주시 면수길 44,33.524448,126.8661694,2025-09-18 22:52,제주특별자치도 제주시 구좌읍 하도리 3359-5
계절식탁 함덕점,제주특별자치도 제주시 함덕13길 1,33.5415818,126.6674111,2025-09-18 23:36,제주특별자치도 제주시 조천읍 함덕리 1002-9
리니코티지,제주특별자치도 서귀포시 안덕면 서광동로47번길 8-28,33.2910781,126.3275481,2025-09-18 17:44,제주특별자치도 서귀포시 안덕면 서광리 454-2
제주공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5057755,126.4933971,2025-09-18 16:41,제주특별자치도 제주시 용담2동 1462
체크인 국군복지단 서귀포호텔,제주특별자치도 서귀포시 상예로 319 서귀포호텔,33.2736323,126.3949907,2025-09-18 17:08,제주특별자치도 서귀포시 예래동 161
마우돈,제주특별자치도 서귀포시 상예로 319 서귀포호텔,33.4447725,126.9056863,2025-09-18 21:39,제주특별자치도 서귀포시 성산읍 고성리 1614
제주공항,제주특별자치도 제주시 다호길 130,33.5034853,126.4940837,2025-09-18 22:23,제주특별자치도 제주시 용담2동 1963-4
공항,,33.501195,126.4930538,2025-09-18 11:23,제주특별자치도 제주시 용담2동 1940-6
빛의 벙커,,33.4434081,126.8782961,2025-09-18 23:35,제주특별자치도 서귀포시 성산읍 수산리 1143-1
제주공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5054632,126.4938964,2025-09-18 14:05,제주특별자치도 제주시 용담2동 1462
제주국제공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5069204,126.4925386,2025-09-18 20:48,제주특별자치도 제주시 용담2동 2002
제주공항,,33.501656,126.4982338,2025-09-18 17:27,제주특별자치도 제주시 용담2동 1648
우도,제주특별자치도 서귀포시 1100로 740-168 법정사,33.4931786,126.9513897,2025-09-18 13:02,제주특별자치도 제주시 우도면 연평리 1737-1
한라산,제주특별자치도 제주시 1100로 2528-171,33.4109674,126.5006071,2025-09-18 13:03,제주특별자치도 제주시 노형동 산20
벨룸리조트,제주특별자치도 서귀포시 516로277번길 45,33.2795025,126.5801474,2025-09-18 12:45,제주특별자치도 서귀포시 영천동 2869
중문신라원 말고기,,33.2329041,126.5129113,2025-09-18 12:56,제주특별자치도 서귀포시 법환동
치저스 ,제주특별자치도 제주시 송당서2길 5-3,33.46712,126.7721752,2025-09-18 13:01,제주특별자치도 제주시 구좌읍 송당리 1872-2
우도 ,제주특별자치도 서귀포시 성산등용로 112-7,33.494968,126.9450381,2025-09-18 13:13,제주특별자치도 제주시 우도면 연평리 2635-3
중문 숙성도(흑돼지),제주특별자치도 서귀포시 천제연로 17 덤장중문점,33.2578136,126.4080384,2025-09-18 13:23,제주특별자치도 서귀포시 예래동 2119
김해공항,부산광역시 강서구 공항로 746 제방변(덕두마을) 공중화장실,35.1551582,128.9478115,2025-09-18 09:01,부산광역시 강서구 대저2동 4059-8
홈플러스 서귀포점,제주특별자치도 서귀포시 태평로353번길 22-3,33.247159,126.5613509,2025-09-18 13:05,제주특별자치도 서귀포시 정방동 432-3
키아오라펜션,제주특별자치도 서귀포시 난고로 25,33.4336999,126.9059409,2025-09-18 19:55,제주특별자치도 서귀포시 성산읍 고성리 1793-1
삼해횟집,제주특별자치도 제주시 하귀로23길 20,33.4834877,126.4307705,2025-09-18 12:11,제주특별자치도 제주시 외도동 846-1
중문,,33.2420043,126.4106564,2025-09-18 23:05,제주특별자치도 서귀포시 색달동
벤티모 호텔 앤 레지던스 제주,제주특별자치도 제주시 성두길 29,33.4911922,126.4940194,2025-09-18 13:03,제주특별자치도 제주시 연동 291-81
미몽케이크,,33.2518057,126.5195244,2025-09-18 17:25,제주특별자치도 서귀포시 대륜동 1615-13
색달바당,제주특별자치도 서귀포시 색달로 94,33.2617942,126.4134171,2025-09-18 18:01,제주특별자치도 서귀포시 예래동 1897-2
카페미깡,제주특별자치도 서귀포시 하례로 361-20,33.2780617,126.6208383,2025-09-18 11:15,제주특별자치도 서귀포시 남원읍 하례리 산139
싱계물공원,제주특별자치도 제주시 한경면 두신로 21-114,33.3423097,126.1783497,2025-09-18 15:45,제주특별자치도 제주시 한경면 신창리 1261-4
공새미59,제주특별자치도 서귀포시 일주동로 7872-7,33.2685068,126.6434568,2025-09-18 19:16,제주특별자치도 서귀포시 남원읍 신례리 244-2
훈데르트윈즈,,33.4921395,126.9551684,2025-09-18 20:37,제주특별자치도 제주시 우도면 연평리 2659
이춘옥고등어쌈밥 구좌읍점,,33.5567319,126.7926126,2025-09-18 20:54,제주특별자치도 제주시 구좌읍 월정리 392
우도천진항,,33.4914297,126.9497403,2025-09-18 20:58,제주특별자치도 제주시 우도면 연평리
제주어향원,,33.2773047,126.7215112,2025-09-18 23:56,제주특별자치도 서귀포시 남원읍 남원리 91-16
검멀레 해수욕장,,33.4957447,126.9673422,2025-09-18 15:57,제주특별자치도 제주시 우도면 연평리
광이멀 숙소,제주특별자치도 서귀포시 섭지코지로 107 휘닉스아일랜드콘도,33.4006497,126.2969305,2025-09-18 01:27,제주특별자치도 제주시 한림읍 상대리 1801-2
도구리알,,33.2748324,126.1743443,2025-09-18 14:58,제주특별자치도 서귀포시 대정읍 신도리 3109-1
일품순두부 용담점,제주특별자치도 서귀포시 검은여로 237-31,33.508783,126.5047266,2025-09-18 15:04,제주특별자치도 제주시 용담2동 801-3
송도옥,제주특별자치도 제주시 용담로9길 14-1,33.5145197,126.5160174,2025-09-18 19:39,제주특별자치도 제주시 용담1동 382-4
스시망고,제주특별자치도 제주시 용담로9길 14-1,33.2635029,126.4441799,2025-09-18 19:44,제주특별자치도 서귀포시 중문동 376-7
유라케,제주특별자치도 제주시 한천로 1,33.5007141,126.5062827,2025-09-18 19:49,제주특별자치도 제주시 용담2동 2621-26
캐슬렉스CC,제주특별자치도 서귀포시 안덕면 평화로 1241,33.3388248,126.3478517,2025-09-18 18:06,제주특별자치도 서귀포시 안덕면 광평리 349
제주렌트카 본사,제주특별자치도 제주시 다호북길 7,33.5036284,126.4995768,2025-09-18 15:20,제주특별자치도 제주시 용담2동 1552
아리랑혼,제주특별자치도 제주시 하광로 19,33.4037128,126.777312,2025-09-18 12:48,제주특별자치도 서귀포시 표선면 성읍리 2688
우도,,33.496915,126.9545139,2025-09-18 10:21,제주특별자치도 제주시 우도면 연평리 1607-1
제주공항,,33.5063257,126.4937404,2025-09-18 18:49,제주특별자치도 제주시 용담2동 1462-1
연돈,,33.2582854,126.4059124,2025-09-18 10:34,제주특별자치도 서귀포시 예래동 2130-4
황해식당,제주특별자치도 제주시 노형로 55-1,33.4637576,126.4532628,2025-09-18 16:00,제주특별자치도 제주시 노형동 2106
산방산,제주특별자치도 제주시 오라로 27-2,33.2404967,126.3135818,2025-09-18 13:18,제주특별자치도 서귀포시 안덕면 사계리 산16
숙소,제주특별자치도 서귀포시 상효로 15,33.261104,126.5954869,2025-09-18 15:49,제주특별자치도 서귀포시 효돈동 1521-1
성산일출봉,,33.4552193,126.9427036,2025-09-18 10:20,제주특별자치도 서귀포시 성산읍 성산리
섭지코지,,33.4203668,126.9324382,2025-09-18 10:19,제주특별자치도 서귀포시 성산읍 고성리
제주랑 국수,,33.4816587,126.786149,2025-09-18 20:44,제주특별자치도 제주시 구좌읍 송당리 814
성산포흑돈애 성산본점,제주특별자치도 제주시 용문로 62,33.46712,126.9156841,2025-09-18 19:58,제주특별자치도 서귀포시 성산읍 오조리 276-2
제주어무전성산본,제주특별자치도 서귀포시 섭지코지로46번길 16-10,33.4385378,126.9203531,2025-09-18 23:25,제주특별자치도 서귀포시 성산읍 고성리 214-5
제주돈블랙,제주특별자치도 서귀포시 일주동로 9146,33.248415,126.5160833,2025-09-18 13:44,제주특별자치도 서귀포시 대륜동 1609
제주미당,제주특별자치도 제주시 용해로 80-10,33.5107851,126.5023234,2025-09-18 22:07,제주특별자치도 제주시 용담2동 906-1
그륻,제주특별자치도 제주시 귀덕3길 34-15,33.4411968,126.2803651,2025-09-18 20:51,제주특별자치도 제주시 한림읍 귀덕리 3209-1
특별한 렌트카,제주특별자치도 제주시 공항로 2 제주국제공항,33.4941806,126.4903071,2025-09-18 17:42,제주특별자치도 제주시 도두동 167-2
공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5082087,126.4904788,2025-09-18 17:10,제주특별자치도 제주시 용담2동 2002
풍차와 전복,제주특별자치도 제주시 한경면 두모5길 60,33.3563411,126.18407,2025-09-18 21:45,제주특별자치도 제주시 한경면 두모리 2628-1
주월담,,33.3820695,126.2463312,2025-09-18 13:58,제주특별자치도 제주시 한림읍 협재리 2223-1
유메이타코,제주특별자치도 제주시 중앙로 48,33.5140771,126.5244677,2025-09-18 16:38,제주특별자치도 제주시 일도1동 1385-2
제주공항,,33.50589,126.4927104,2025-09-18 21:55,제주특별자치도 제주시 용담2동 1984-5
해비치펜션,제주특별자치도 서귀포시 표선면 가마행남로 33-2,33.3053117,126.8040092,2025-09-18 19:40,제주특별자치도 서귀포시 표선면 세화리 236-2
대정읍,제주특별자치도 서귀포시 안덕면 병악로 166,33.2542836,126.2448313,2025-09-18 16:05,제주특별자치도 서귀포시 대정읍 동일리 782
함덕 서우봉산책길,,33.5465645,126.6738562,2025-09-18 18:18,제주특별자치도 제주시 조천읍 함덕리
춘복집,제주특별자치도 제주시 항몽로 29,33.4639559,126.4162971,2025-09-18 15:45,제주특별자치도 제주시 애월읍 하귀1리 984
담모라 호텔,제주특별자치도 서귀포시 안덕면 일주서로 1877-49,33.2414191,126.3075766,2025-09-18 17:06,제주특별자치도 서귀포시 안덕면 사계리 산20
교래곶자왈 손칼국수,,33.4593749,126.6823049,2025-09-18 16:25,제주특별자치도 제주시 조천읍 와산리 산30
제주공항,제주특별자치도 제주시 평화로 2101-10,33.4950397,126.4988904,2025-09-18 21:55,제주특별자치도 제주시 연동 165
제주공항,,33.5023401,126.5009502,2025-09-18 22:24,제주특별자치도 제주시 용담2동 723-3
협재해수욕장,,33.3941075,126.2403069,2025-09-18 23:17,제주특별자치도 제주시 한림읍 협재리 2447-17
공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5056323,126.4930537,2025-09-18 17:38,제주특별자치도 제주시 용담2동 1462
에코아바,제주특별자치도 제주시 노연로 12 제주 드림타워 복합리조트,33.4855909,126.4822391,2025-09-18 16:17,제주특별자치도 제주시 노형동 925
우동카덴,제주특별자치도 제주시 1100로 3213-27 에코피아2차,33.4316621,126.677173,2025-09-18 19:08,제주특별자치도 제주시 조천읍 교래리 305
협재해수욕장,제주특별자치도 제주시 한림로 300,33.3894967,126.2401794,2025-09-18 16:53,제주특별자치도 제주시 한림읍 협재리 2610-1
소섬전복,,33.4927382,126.9614938,2025-09-18 21:29,제주특별자치도 제주시 우도면 연평리 산37
제주항만,제주특별자치도 제주시 임항로 168,33.5155082,126.5421489,2025-09-18 21:13,제주특별자치도 제주시 건입동 697-6
